id,title,description,content_rating,budget,genres,runtime_minutes,num_votes
tt0053291,Some Like It Hot,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Approved,2883848.0,"['Comedy', 'Music', 'Romance']",121,303550
tt0469494,There Will Be Blood,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",R,25000000.0,['Drama'],158,703057
tt0012349,The Kid,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",Passed,250000.0,"['Comedy', 'Drama', 'Family']",68,145014
tt10272386,The Father,"A man refuses all assistance from his daughter as he ages. When he tries to understand what is happening around him, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",PG-13,6000000.0,"['Drama', 'Mystery']",97,242051
tt0042192,All About Eve,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,Approved,1400000.0,['Drama'],138,148563
tt0167404,The Sixth Sense,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",PG-13,40000000.0,"['Drama', 'Mystery', 'Thriller']",107,1137591
tt0089881,Ran,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",R,11500000.0,"['Action', 'Drama', 'War']",160,150878
tt0112641,Casino,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",R,52000000.0,"['Crime', 'Drama']",178,614980
tt0477348,No Country for Old Men,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,R,25000000.0,"['Crime', 'Drama', 'Thriller']",122,1178908
tt0084787,The Thing,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,R,15000000.0,"['Horror', 'Mystery', 'Sci-Fi']",109,522452
tt1745960,Top Gun: Maverick,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",PG-13,170000000.0,"['Action', 'Drama']",130,848757
tt1392214,Prisoners,A desperate father takes the law into his own hands after police fail to find two kidnapped girls.,R,46000000.0,"['Crime', 'Drama', 'Mystery']",153,924652
tt0266697,Kill Bill: Vol. 1,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",R,30000000.0,"['Action', 'Crime', 'Thriller']",111,1298191
tt0457430,El laberinto del fauno,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks.",R,19000000.0,"['Drama', 'Fantasy', 'War']",118,743985
tt0105695,Unforgiven,"Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a young would-be gunman calling himself ""The Schofield Kid"".",R,14400000.0,"['Drama', 'Western']",130,466517
tt0268978,A Beautiful Mind,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",PG-13,58000000.0,"['Biography', 'Drama', 'Mystery']",135,1048916
tt0040897,The Treasure of the Sierra Madre,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,Approved,3000000.0,"['Adventure', 'Drama', 'Western']",126,140871
tt0347149,Hauru no ugoku shiro,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",PG,24000000.0,"['Adventure', 'Animation', 'Family']",119,507691
tt0266543,Finding Nemo,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",G,94000000.0,"['Adventure', 'Animation', 'Comedy']",100,1200190
tt4729430,Klaus,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",PG,40000000.0,"['Adventure', 'Animation', 'Comedy']",96,234277
tt0055630,Yôjinbô,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Not Rated,,"['Action', 'Drama', 'Thriller']",110,142358
tt0057115,The Great Escape,Allied officers in a German prisoner of war camp during World War II make a daring plan for a mass escape by hundreds of POWs hoping to draw German personnel and resources away from combat operations.,Approved,4000000.0,"['Adventure', 'Drama', 'Thriller']",172,276296
tt0080678,The Elephant Man,"A Victorian surgeon rescues a heavily-disfigured and mistreated young man working as a sideshow freak, who gradually reveals his capacity for kindness, intelligence and sophistication.",PG,5000000.0,"['Biography', 'Drama']",124,281054
tt0071853,Monty Python and the Holy Grail,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",PG,229575.0,"['Adventure', 'Comedy', 'Fantasy']",91,601217
tt0046912,Dial M for Murder,"A London playboy plots the perfect murder of his rich, unfaithful wife.",PG,1400000.0,"['Crime', 'Drama', 'Mystery']",105,203805
tt0346336,La meglio gioventù,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,R,,"['Drama', 'Romance']",374,27768
tt1305806,El secreto de sus ojos,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior--both of which still haunt him decades later.,R,2000000.0,"['Drama', 'Mystery', 'Romance']",129,240854
tt0031381,Gone with the Wind,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,G,3977000.0,"['Drama', 'Romance', 'War']",238,355066
tt32820897,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",R,20000000.0,"['Action', 'Adventure', 'Animation']",155,65828
tt0071315,Chinatown,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",R,6000000.0,"['Drama', 'Mystery', 'Thriller']",130,375345
tt0120735,"Lock, Stock and Two Smoking Barrels","When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt.",R,960000.0,"['Comedy', 'Crime']",107,648015
tt0434409,V for Vendetta,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",R,54000000.0,"['Action', 'Drama', 'Sci-Fi']",132,1241449
tt0264464,Catch Me If You Can,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",PG-13,52000000.0,"['Biography', 'Crime', 'Drama']",141,1224708
tt2096673,Inside Out,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions, Joy, Fear, Anger, Disgust, and Sadness, conflict on how best to navigate a new city, house, and school.",PG,175000000.0,"['Adventure', 'Animation', 'Comedy']",95,906936
tt0042876,Rashômon,Three parties and a witness have four versions of a rape/murder in ninth-century Japan.,Not Rated,250000.0,"['Crime', 'Drama', 'Mystery']",88,195536
tt5027774,"Three Billboards Outside Ebbing, Missouri",A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,R,15000000.0,"['Comedy', 'Crime', 'Drama']",115,603056
tt0117951,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",R,1500000.0,"['Crime', 'Drama']",93,766153
tt0050212,The Bridge on the River Kwai,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",PG,3000000.0,"['Adventure', 'Drama', 'War']",161,247786
tt1201607,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione set out on a quest to eliminate the remaining horcruxes. On the other hand, the students and teachers must unite to defend Hogwarts against Lord Voldemort and his army.",PG-13,125000000.0,"['Adventure', 'Family', 'Fantasy']",130,1038318
tt0097165,Dead Poets Society,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.",PG,16400000.0,"['Comedy', 'Drama']",128,644466
tt0252488,Hababam Sinifi: Sinifta Kaldi,"A group of students have failed their exams and must return for another year. Distracting them all is a new young female teacher, who they try out their usual tricks on.",,,['Comedy'],95,30073
tt29623480,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",PG,78000000.0,"['Adventure', 'Animation', 'Family']",102,216779
tt1291584,Warrior,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",PG-13,25000000.0,"['Action', 'Drama', 'Sport']",140,526596
tt0116282,Fargo,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,R,7000000.0,"['Crime', 'Drama', 'Thriller']",98,782639
tt0072684,Barry Lyndon,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,PG,11000000.0,"['Adventure', 'Drama', 'War']",185,202868
tt0081398,Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",R,18000000.0,"['Biography', 'Drama', 'Sport']",129,408375
tt0052618,Ben-Hur,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it's not long before he regains his freedom and comes back for revenge.",G,15000000.0,"['Adventure', 'Drama']",212,270257
tt0405159,Million Dollar Baby,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",PG-13,30000000.0,"['Drama', 'Sport']",132,762907
tt1392190,Mad Max: Fury Road,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",R,150000000.0,"['Action', 'Adventure', 'Sci-Fi']",120,1200205
